"ID","proxy_site","description","address","city","start_date","end_date","lat","lon","NO2.b0","NO2.b1","NO2.b2","NO2.b0_kl","NO2.b1_kl","NO2.b2_kl"
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo","2019-12-05","2019-12-12",37.962284,-122.418807,0,1,1,0,1,1
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo","2019-12-13","2019-12-18",37.962284,-122.418807,13.464865036561,0.914850132958261,0.914850132958261,11.923638277924,-0.0201684956725432,0.178540105830456
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo","2019-12-19","2020-01-01",37.962284,-122.418807,14.4843584881781,0.845655792896456,0.845655792896456,12.1069391659272,0.0227100768660407,0.127161692684175
"AQY BB-607","San Pablo - Rumrill","Pt. San Pablo Harbor","1900 Stenmark Drive","Pt. San Pablo","2020-01-02","9999-12-31",37.962284,-122.418807,18.4104423945632,0.906546127779781,0.906546127779781,10.8438599820353,0.280989060515625,0.25618746280014
"AQY BB-609","Vallejo","Residence","1910 Ralston Av","Richmond","2019-12-18","2019-12-20",37.93897,-122.316503,0,1,1,0,1,1
"AQY BB-609","Vallejo","Residence","1910 Ralston Av","Richmond","2019-12-21","2019-12-25",37.93897,-122.316503,5.22557204898634,0.808270634600891,0.808270634600891,11.9755781418341,-0.0276489151304963,0.0589830858548453
"AQY BB-609","Vallejo","Residence","1910 Ralston Av","Richmond","2019-12-26","2020-01-15",37.93897,-122.316503,6.21365815282729,0.994525130892579,0.994525130892579,8.96150097715953,0.127914062150323,0.0732136935088205
"AQY BB-609","Vallejo","Residence","1910 Ralston Av","Richmond","2020-01-16","2020-01-20",37.93897,-122.316503,4.71318856547954,1.13489606465631,1.13489606465631,12.7645669027436,-0.219299669224297,-0.0455915820554912
"AQY BB-609","Vallejo","Residence","1910 Ralston Av","Richmond","2020-01-21","2020-01-25",37.93897,-122.316503,7.21130833580438,1.05688291473331,1.05688291473331,14.283723440583,-0.388229326930951,-0.139973041029502
"AQY BB-609","Vallejo","Residence","1910 Ralston Av","Richmond","2020-01-26","9999-12-31",37.93897,-122.316503,10.8315744455408,1.19907151439544,1.19907151439544,16.1482734182638,-0.824867333780012,-0.378687173615909
"AQY BB-610","Vallejo","Residence","3200 Moran Avenue","Richmond","2020-03-13","9999-12-31",38.951854,-122.336586,0,1,1,0,1,1
"AQY BB-611","Vallejo","Residence","521 2nd St","Richmond","2019-12-05","2019-12-12",37.938903,-122.367769,0,1,1,0,1,1
"AQY BB-611","Vallejo","Residence","521 2nd St","Richmond","2019-12-13","2019-12-18",37.938903,-122.367769,11.6154486595142,0.796454259092887,0.796454259092887,9.36700850806648,-0.224462986249543,-0.0965685108360938
"AQY BB-611","Vallejo","Residence","521 2nd St","Richmond","2019-12-19","2020-01-15",37.938903,-122.367769,13.999452814547,1.02848912488949,1.02848912488949,12.2200685678416,-0.052361942110938,0.0407211275335845
"AQY BB-611","Vallejo","Residence","521 2nd St","Richmond","2020-01-16","2020-01-20",37.938903,-122.367769,16.2700270093831,1.31719256589969,1.31719256589969,9.89435640302513,-0.434212977496932,-0.252861433444935
"AQY BB-611","Vallejo","Residence","521 2nd St","Richmond","2020-01-21","9999-12-31",37.938903,-122.367769,17.8318472471002,1.38847811981289,1.38847811981289,9.68097575618767,-0.592710163148451,-0.342617039300073
"AQY BB-634","San Leandro","Business","600 Hoffman Blvd","Richmond","2019-12-06","9999-12-31",37.923745,-122.362565,0,1,1,0,1,1
"AQY BB-635","San Pablo - Rumrill","Residence","1761 14th Street ","San Pablo ","2019-12-09","2019-12-11",37.958616,-122.356061,0,1,1,0,1,1
"AQY BB-635","San Pablo - Rumrill","Residence","1761 14th Street ","San Pablo ","2019-12-12","2019-12-19",37.958616,-122.356061,-12.8526599817831,0.90484073890674,0.90484073890674,16.3469970096026,-0.180539625192166,0.0702082606327228
"AQY BB-635","San Pablo - Rumrill","Residence","1761 14th Street ","San Pablo ","2019-12-20","2019-12-25",37.958616,-122.356061,-9.32598681220323,0.87069116937388,0.87069116937388,11.4645163493791,-0.0102222191319275,0.0796574641594307
"AQY BB-635","San Pablo - Rumrill","Residence","1761 14th Street ","San Pablo ","2019-12-26","2019-12-30",37.958616,-122.356061,-9.61541840556539,0.879957121587527,0.879957121587527,13.045289724551,-0.165739428503176,-0.10956214213192
"AQY BB-635","San Pablo - Rumrill","Residence","1761 14th Street ","San Pablo ","2019-12-31","2020-01-04",37.958616,-122.356061,-3.6803136787276,1.27932916603336,1.27932916603336,10.1942616176689,0.0150408102927638,0.0699661217812359
"AQY BB-635","San Pablo - Rumrill","Residence","1761 14th Street ","San Pablo ","2020-01-05","2020-01-16",37.958616,-122.356061,-5.79370903569503,1.04467502137373,1.04467502137373,4.66995545834541,0.174453880257896,0.140490076028157
"AQY BB-635","San Pablo - Rumrill","Residence","1761 14th Street ","San Pablo ","2020-01-17","9999-12-31",37.958616,-122.356061,-6.26282192504465,1.04762883827032,1.04762883827032,13.886126875031,-0.134744359451185,0.00643824797507477
"AQY BB-636","San Leandro","Residence","322 W Richmond Ave","Pt. Richmond","2019-12-05","9999-12-31",37.927338,-122.386987,0,1,1,0,1,1
"AQY BB-637","San Pablo - Rumrill","Residence ","630 31st Street","Richmond","2019-12-09","2019-12-10",37.939946,-122.3381,0,1,1,0,1,1
"AQY BB-637","San Pablo - Rumrill","Residence ","630 31st Street","Richmond","2019-12-11","2019-12-15",37.939946,-122.3381,-7.91768480607866,0.993316252104655,0.993316252104655,12.7037976622406,-0.110163677681454,0.0719831336492698
"AQY BB-637","San Pablo - Rumrill","Residence ","630 31st Street","Richmond","2019-12-16","2019-12-30",37.939946,-122.3381,-7.72809212821607,0.981715329470019,0.981715329470019,15.4127549379808,-0.192374286657132,-0.00667125605641112
"AQY BB-637","San Pablo - Rumrill","Residence ","630 31st Street","Richmond","2019-12-31","2020-01-13",37.939946,-122.3381,-3.76558581897871,1.02446915101944,1.02446915101944,7.84805506374505,0.137264848928523,0.200317723136984
"AQY BB-637","San Pablo - Rumrill","Residence ","630 31st Street","Richmond","2020-01-14","2020-01-20",37.939946,-122.3381,-7.24150199733835,1.04594903909589,1.04594903909589,8.55542830669862,-0.02773199087916,-0.00589526106157362
"AQY BB-637","San Pablo - Rumrill","Residence ","630 31st Street","Richmond","2020-01-21","9999-12-31",37.939946,-122.3381,-1.72924446098566,1.26604609378356,1.26604609378356,19.8115803113301,-0.464168551157019,-0.233206241243238
"AQY BB-638","San Pablo - Rumrill","Residence","626 Alamo Ave","Richmond","2019-12-21","2019-12-22",37.953197,-122.362551,0,1,1,0,1,1
"AQY BB-638","San Pablo - Rumrill","Residence","626 Alamo Ave","Richmond","2019-12-23","2019-12-27",37.953197,-122.362551,-14.7868315524106,0.805015672553432,0.805015672553432,11.1093374220461,-0.106838667312547,-0.0525789314596954
"AQY BB-638","San Pablo - Rumrill","Residence","626 Alamo Ave","Richmond","2019-12-28","2020-01-01",37.953197,-122.362551,-9.78376793603869,0.736524573850069,0.736524573850069,14.9738600424854,-0.220279519948824,-0.119388490123872
"AQY BB-638","San Pablo - Rumrill","Residence","626 Alamo Ave","Richmond","2020-01-02","2020-01-20",37.953197,-122.362551,-5.14711827507664,0.705639030640537,0.705639030640537,8.05471583665456,0.0755219129295266,0.0863237439857269
"AQY BB-638","San Pablo - Rumrill","Residence","626 Alamo Ave","Richmond","2020-01-21","2020-01-26",37.953197,-122.362551,-8.00584374411958,1.00889008865642,1.00889008865642,22.290824548663,-0.394202070374711,-0.066974283019395
"AQY BB-638","San Pablo - Rumrill","Residence","626 Alamo Ave","Richmond","2020-01-27","9999-12-31",37.953197,-122.362551,-9.42400256657717,0.69612835608856,0.69612835608856,17.0800853535585,-0.215698368345293,-0.0665726604600362
"AQY BB-639","San Leandro","Residence","222 Water St","Pt. Richmond","2019-12-19","9999-12-31",37.925888,-122.388734,0,1,1,0,1,1
"AQY BB-640","San Pablo - Rumrill","Residence","1732 6th St","North Richmond","2019-12-05","2019-12-13",37.958527,-122.362237,0,1,1,0,1,1
"AQY BB-640","San Pablo - Rumrill","Residence","1732 6th St","North Richmond","2019-12-14","2019-12-28",37.958527,-122.362237,-4.9064442108377,0.956629256034037,0.956629256034037,16.5697041411215,-0.241664530441846,-0.0183424870973763
"AQY BB-640","San Pablo - Rumrill","Residence","1732 6th St","North Richmond","2019-12-29","2020-01-02",37.958527,-122.362237,-4.85005610523819,0.825545987575172,0.825545987575172,14.9495576331301,-0.258353214516181,-0.181345016218495
"AQY BB-640","San Pablo - Rumrill","Residence","1732 6th St","North Richmond","2020-01-03","2020-01-07",37.958527,-122.362237,-2.37984766834432,0.764355033168874,0.764355033168874,5.77736428187958,0.190791972151012,0.136478506413287
"AQY BB-640","San Pablo - Rumrill","Residence","1732 6th St","North Richmond","2020-01-08","2020-01-17",37.958527,-122.362237,-2.74516252071959,0.639038493077976,0.639038493077976,-1.3180015411435,0.341216658472359,0.111505253876699
"AQY BB-640","San Pablo - Rumrill","Residence","1732 6th St","North Richmond","2020-01-18","9999-12-31",37.958527,-122.362237,0.955889500961264,0.914461283438844,0.914461283438844,15.3073873532025,-0.143384682313678,0.041216854540713
"AQY BB-641","Vallejo","Residence","116 Bayside Court","Richmond","2019-12-06","2019-12-12",37.913046,-122.340619,0,1,1,0,1,1
"AQY BB-641","Vallejo","Residence","116 Bayside Court","Richmond","2019-12-13","2019-12-17",37.913046,-122.340619,-24.1258053349878,0.693498044299699,0.693498044299699,14.2610181894587,-0.14373743914006,-0.0340843977232798
